Account Id,Account Name,Account Owned By,Account Type,Address,Billing City,Billing Region,Billing State,Close Date,Closed,Created Date,Industry,Opportunity ID,Opportunity Name,Opportunity Type,Product Name,Stage,Won,Zip Code,Amount,Discount Granted,Opportunity Quantity,Unit Price
001i0000008rFd9AAE,Et Foundation,Julie Owens,Gold,"381 Broadway, Saratoga Springs, NY 12866-3111",Saratoga Springs,Northeast,New York,5/23/2014,Vrai,5/15/2014,Communication,006i0000001vvkYAAQ,Et Foundation vvkYAAQ  MOL Mobile Maintenance,Maintenance,MOL Mobile,Closed Lost,Faux,12866,921.6,4.00%,8,120
001i0000008rFvuAAE,Consequat Foundation,Dennis Watson,Gold,"7668 Wooster Pike, Cincinnati, OH 45227-3926",Cincinnati,Midwest,Ohio,5/24/2014,Vrai,5/17/2014,Automotives,006i0000001vvkeAAA,Consequat Foundation vvkeAAA  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,45227,1216,24.00%,2,800
001i0000008rFa6AAE,Integer Eu Lacus Corp.,Dennis Watson,Gold,"81 Mill St, Gahanna, OH 43230-1717",Gahanna,Midwest,Ohio,5/24/2014,Vrai,5/17/2014,Manufacturing,006i0000001vvktAAA,Integer Eu Lacus Corp. vvktAAA  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,43230,4816,14.00%,7,800
001i0000008rFvXAAU,Duis Corporation,Joe Ford,Gold,"345 S Elm St, Greensboro, NC 27401-2603",Greensboro,Southeast,North Carolina,5/24/2014,Vrai,5/21/2014,Retail,006i0000001vvm1AAA,Duis Corporation vvm1AAA  MOL Standard Maintenance,Maintenance,MOL Standard,Closed Won,Vrai,27401,115.2,4.00%,1,120
001i0000008rFZlAAM,In Faucibus Consulting,Jason Washington,Gold,"3500 Emerson Ave, Parkersburg, WV 26104-1806",Parkersburg,Southeast,West Virginia,5/24/2014,Vrai,5/21/2014,Computer Hardware,006i0000001vvlyAAA,In Faucibus Consulting vvlyAAA  MOL Premium Software,Software,MOL Premium,Closed Won,Vrai,26104,3936,18.00%,4,1200
001i0000008rFv4AAE,Pede Suspendisse Dui Institute,Joe Ford,Gold,"638 W 4th St, Winston Salem, NC 27101-2730",Winston Salem,Southeast,North Carolina,5/24/2014,Vrai,5/19/2014,Insurance,006i0000001vvlLAAQ,Pede Suspendisse Dui Institute vvlLAAQ  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,27101,93000,7.00%,125,800
001i0000008rFx5AAE,Metus Aliquam Corporation,Tara Wang,Gold,"1228 Parkway Dr Ste D, Santa Fe, NM 87507-7319",Santa Fe,Southwest,New Mexico,5/24/2014,Vrai,5/26/2014,Technology,006i0000001vvnDAAQ,Metus Aliquam Corporation vvnDAAQ  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,87507,2592,19.00%,4,800
001i0000008rG5TAAU,Eget Ipsum Donec Inc.,Keyur Cruz,Gold,"161 E Front St, Traverse City, MI 49684-5779",Traverse City,Midwest,Michigan,5/25/2014,Vrai,5/18/2014,Manufacturing,006i0000001vvlCAAQ,Eget Ipsum Donec Inc. vvlCAAQ  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,49684,2656,17.00%,4,800
001i0000008rFvSAAU,Malesuada Fringilla Corporation,Dennis Watson,Gold,"2108 Union St, Columbus, IN 47201-4244",Columbus,Midwest,Indiana,5/26/2014,Vrai,5/20/2014,Technology,006i0000001vvlZAAQ,Malesuada Fringilla Corporation vvlZAAQ  MOL Standard Maintenance,Maintenance,MOL Standard,Closed Lost,Faux,47201,42151.2,9.00%,386,120
001i0000008rG5UAAU,Non PC,Keyur Cruz,Gold,"300 6th St, Calumet, MI 49913-1508",Calumet,Midwest,Michigan,5/26/2014,Vrai,5/22/2014,Financial Services,006i0000001vvmEAAQ,Non PC vvmEAAQ  MOL Standard Maintenance,Maintenance,MOL Standard,Closed Won,Vrai,49913,1020,15.00%,10,120
001i0000008rFobAAE,Et Malesuada Corporation,Jason Washington,Gold,"155 W Main St, Wardensville, WV 26851",Wardensville,Southeast,West Virginia,5/26/2014,Vrai,5/25/2014,Insurance,006i0000001vvmdAAA,Et Malesuada Corporation vvmdAAA  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,26851,8536,3.00%,11,800
001i0000008rFwpAAE,Lorem Vitae Consulting,Jason Washington,Gold,"2461 Rockfish Valley Hwy, Nellysford, VA 22958-2306",Nellysford,Southeast,Virginia,5/27/2014,Vrai,5/24/2014,Financial Services,006i0000001vvmSAAQ,Lorem Vitae Consulting vvmSAAQ  MOL Standard Services,Services,MOL Standard,Closed Lost,Faux,22958,679,3.00%,1,700
001i0000008rFxEAAU,123 Warehousing,Tara Wang,Gold,"3270 N Hwy 87, Pine, AZ 85544",Pine,Southwest,Arizona,5/28/2014,Vrai,5/25/2014,Recreation,006i0000001vvmaAAA,123 Warehousing vvmaAAA  MOL Premium Maintenance,Maintenance,MOL Premium,Closed Won,Vrai,85544,2331,26.00%,21,150
001i0000008rFwpAAE,Lorem Vitae Consulting,Jason Washington,Gold,"2461 Rockfish Valley Hwy, Nellysford, VA 22958-2306",Nellysford,Southeast,Virginia,5/28/2014,Vrai,5/26/2014,Financial Services,006i0000001vvn4AAA,Lorem Vitae Consulting vvn4AAA  MOL Premium Software,Software,MOL Premium,Closed Won,Vrai,22958,15744,18.00%,16,1200
001i0000008rFwmAAE,Aenean Eget Magna Foundation,Greg Long,Gold,"140 E Washington St PO Box 8111, Athens, GA 30601-2747",Athens,Southeast,Georgia,5/29/2014,Vrai,5/25/2014,Wholesale,006i0000001vvmjAAA,Aenean Eget Magna Foundation vvmjAAA  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,30601,53120,20.00%,83,800
001i0000008rFz3AAE,Ipsum Donec Inc.,Tara Wang,Gold,"1201 W Hadley Ave, Las Cruces, NM 88005-2422",Las Cruces,Southwest,New Mexico,5/29/2014,Vrai,5/31/2014,Automotives,006i0000001vvoCAAQ,Ipsum Donec Inc. vvoCAAQ  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,88005,2040,15.00%,3,800
001i0000008rFznAAE,Tellus Eu Augue Incorporated,Kevin Gibson,Gold,"34 N Cherry Ln, York, PA 17401-5306",York,Northeast,Pennsylvania,5/29/2014,Vrai,5/24/2014,Financial Services,006i0000001vvmJAAQ,Tellus Eu Augue Incorporated vvmJAAQ  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,17401,9312,3.00%,12,800
001i0000008rFggAAE,Amet Corp.,Joe Ford,Gold,"675 Merrimon Ave, Asheville, NC 28804-3541",Asheville,Southeast,North Carolina,5/29/2014,Vrai,5/26/2014,Manufacturing,006i0000001vvn3AAA,Amet Corp. vvn3AAA  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,28804,1992,17.00%,3,800
001i0000008rFtRAAU,Ac Turpis Egestas Limited,Jennifer Gonzales,Gold,"157 2nd Ave, Twin Falls, ID 83301",Twin Falls,West,Idaho,5/30/2014,Vrai,5/25/2014,Transportation,006i0000001vvmgAAA,Ac Turpis Egestas Limited vvmgAAA  MOL Standard Maintenance,Maintenance,MOL Standard,Closed Won,Vrai,83301,1482,5.00%,13,120
001i0000008rFvYAAU,Ut LLC,Jason Washington,Gold,"4187 Plank Rd, Fredericksburg, VA 22407-4896",Fredericksburg,Southeast,Virginia,5/30/2014,Vrai,5/24/2014,Financial Services,006i0000001vvmTAAQ,Ut LLC vvmTAAQ  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,22407,2400,25.00%,4,800
001i0000008rFtRAAU,Ac Turpis Egestas Limited,Jennifer Gonzales,Gold,"157 2nd Ave, Twin Falls, ID 83301",Twin Falls,West,Idaho,5/30/2014,Vrai,5/25/2014,Transportation,006i0000001vvmeAAA,Ac Turpis Egestas Limited vvmeAAA  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,83301,39184,21.00%,62,800
001i0000008rG4CAAU,Euismod Ac Fermentum Ltd,Greg Powell,Gold,"3378 White Mountain Hwy (Rt 16), North Conway, NH 03860-1518",North Conway,Northeast,New Hampshire,5/31/2014,Vrai,5/26/2014,Transportation,006i0000001vvn1AAA,Euismod Ac Fermentum Ltd vvn1AAA  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,3860,2368,26.00%,4,800
001i0000008rFe9AAE,Aliquam Erat Volutpat LLP,Kevin Gibson,Gold,"10 Sherman St, Pittsburgh, PA 15209",Pittsburgh,Northeast,Pennsylvania,5/31/2014,Vrai,5/31/2014,Technology,006i0000001vvnhAAA,Aliquam Erat Volutpat LLP vvnhAAA  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,15209,9984,4.00%,13,800
001i0000008rGBhAAM,Erat Semper Rutrum PC,Jason Washington,Gold,"5135 South East Side Hwy, Elkton, VA 22827-3469",Elkton,Southeast,Virginia,5/31/2014,Vrai,5/31/2014,Healthcare,006i0000001vvncAAA,Erat Semper Rutrum PC vvncAAA  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,22827,1552,3.00%,2,800
001i0000008rFtRAAU,Ac Turpis Egestas Limited,Jennifer Gonzales,Gold,"157 2nd Ave, Twin Falls, ID 83301",Twin Falls,West,Idaho,6/1/2014,Vrai,5/25/2014,Transportation,006i0000001vvmfAAA,Ac Turpis Egestas Limited vvmfAAA  MOL Standard Services,Services,MOL Standard,Closed Lost,Faux,83301,4312,23.00%,8,700
001i0000008rFkfAAE,Aenean Institute,Dennis Watson,Gold,"1000 Carillon Blvd, Dayton, OH 45409",Dayton,Midwest,Ohio,6/1/2014,Vrai,5/24/2014,Home Furnishing,006i0000001vvmPAAQ,Aenean Institute vvmPAAQ  MOL Mobile Maintenance,Maintenance,MOL Mobile,Closed Won,Vrai,45409,939.6,13.00%,9,120
001i0000008rDvFAAU,Sociis LLP,Jason Washington,Gold,"444 W Broad St Ste I, Falls Church, VA 22046-3362",Falls Church,Southeast,Virginia,6/1/2014,Vrai,5/27/2014,Healthcare,006i0000001vvnFAAQ,Sociis LLP vvnFAAQ  MOL Standard Services,Services,MOL Standard,Closed Won,Vrai,22046,1806,14.00%,3,700
001i0000008rFj5AAE,Nec Mollis Foundation,Deepak Ramirez,Gold,"723 Avenue H # 725, Fort Madison, IA 52627-2935",Fort Madison,Midwest,Iowa,6/1/2014,Vrai,4/28/2014,Healthcare,006i0000001vvfyAAAO,Nec Mollis Foundation vvfyAAAO  MOL Mobile Software,Software,MOL Mobile,Closed Won,Vrai,52627,124200,8.00%,150,900
001i0000008rFalAAE,Ipsum Donec Company,Elissa Sanders,Gold,"1960 N 12th St, Grand Junction, CO 81501-2912",Grand Junction,West,Colorado,6/1/2014,Vrai,5/31/2014,Healthcare,006i0000001vvo4AAA,Ipsum Donec Company vvo4AAA  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,81501,2336,27.00%,4,800
001i0000008rG7DAAU,Mus Proin Ltd,Elissa Sanders,Gold,"1560 E 2nd Ave, Durango, CO 81301-5186",Durango,West,Colorado,6/1/2014,Vrai,5/31/2014,Recreation,006i0000001vvo7AAA,Mus Proin Ltd vvo7AAA  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,81301,9120,24.00%,15,800
001i0000008rFznAAE,Tellus Eu Augue Incorporated,Kevin Gibson,Gold,"34 N Cherry Ln, York, PA 17401-5306",York,Northeast,Pennsylvania,6/2/2014,Vrai,5/28/2014,Financial Services,006i0000001vvnIAAQ,Tellus Eu Augue Incorporated vvnIAAQ  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,17401,28416,26.00%,48,800
001i0000008rG0hAAE,Nulla Magna Institute,Tara Wang,Gold,"201 S Main Ave, Portales, NM 88130-6216",Portales,Southwest,New Mexico,6/2/2014,Vrai,6/4/2014,Telecommunication,006i0000001vvpGAAQ,Nulla Magna Institute vvpGAAQ  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,88130,1944,19.00%,3,800
001i0000008rFjLAAU,A Dui Cras Consulting,Jamie Data,Gold,"570 Main St, Bangor, ME 04401-6821",Bangor,Northeast,Maine,6/3/2014,Vrai,6/2/2014,Insurance,006i0000001vvoWAAQ,A Dui Cras Consulting vvoWAAQ  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,4401,6720,16.00%,10,800
001i0000008rFznAAE,Tellus Eu Augue Incorporated,Kevin Gibson,Gold,"34 N Cherry Ln, York, PA 17401-5306",York,Northeast,Pennsylvania,6/4/2014,Vrai,5/31/2014,Financial Services,006i0000001vvnVAAQ,Tellus Eu Augue Incorporated vvnVAAQ  MOL Standard Maintenance,Maintenance,MOL Standard,Closed Lost,Faux,17401,334.8,7.00%,3,120
001i0000008rGDGAA2,Pede Nec Ante Associates,Deepak Ramirez,Gold,"308 E Superior St, Duluth, MN 55802-2120",Duluth,Midwest,Minnesota,6/4/2014,Vrai,6/1/2014,Government,006i0000001vvoKAAQ,Pede Nec Ante Associates vvoKAAQ  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,55802,2272,29.00%,4,800
001i0000008rDvGAAU,Integer Corp.,Keyur Cruz,Gold,"408 Shelden Ave, Houghton, MI 49931-2138",Houghton,Midwest,Michigan,6/4/2014,Vrai,5/27/2014,Technology,006i0000001vvnGAAQ,Integer Corp. vvnGAAQ  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,49931,2112,12.00%,3,800
001i0000008rFZlAAM,In Faucibus Consulting,Jason Washington,Gold,"3500 Emerson Ave, Parkersburg, WV 26104-1806",Parkersburg,Southeast,West Virginia,6/4/2014,Vrai,5/31/2014,Computer Hardware,006i0000001vvnjAAA,In Faucibus Consulting vvnjAAA  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,26104,2528,21.00%,4,800
001i0000008rG5vAAE,Convallis Ante Corp.,Deepak Ramirez,Gold,"11 Benton Ave E, Albia, IA 52531-2032",Albia,Midwest,Iowa,6/4/2014,Vrai,5/31/2014,Healthcare,006i0000001vvnYAAQ,Convallis Ante Corp. vvnYAAQ  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,52531,43200,28.00%,75,800
001i0000008rFoZAAU,Mollis LLC,Tara Wang,Gold,"4746 E. Grant Rd., Tucson, AZ 85712",Tucson,Southwest,Arizona,6/5/2014,Vrai,5/31/2014,Internet,006i0000001vvnRAAQ,Mollis LLC vvnRAAQ  MOL Mobile Software,Software,MOL Mobile,Closed Lost,Faux,85712,30186,22.00%,43,900
001i0000008rFsxAAE,Ut Lacus Institute,Joe Ford,Gold,"625 Haywood Rd, Asheville, NC 28806-3255",Asheville,Southeast,North Carolina,6/5/2014,Vrai,8/23/2014,Retail,006i0000001vwBrAAI,Ut Lacus Institute vwBrAAI  MOL Mobile Services,Services,MOL Mobile,Closed Won,Vrai,28806,11520,4.00%,20,600
001i0000008rEJSAA2,Felis Company,Deepak Ramirez,Gold,"426 Saint Peter St, Saint Paul, MN 55102-1105",Saint Paul,Midwest,Minnesota,6/5/2014,Vrai,5/31/2014,Raw Materials,006i0000001vvnxAAA,Felis Company vvnxAAA  MOL Premium Software,Software,MOL Premium,Closed Won,Vrai,55102,177300,25.00%,197,1200
001i0000008rEsxAAE,Nec Ligula Consectetuer Foundation,Deepak Ramirez,Gold,"1630 P St, Lincoln, NE 68508-1644",Lincoln,Midwest,Nebraska,6/5/2014,Vrai,5/31/2014,Raw Materials,006i0000001vvnzAAA,Nec Ligula Consectetuer Foundation vvnzAAA  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,68508,2528,21.00%,4,800
001i0000008rG1fAAE,Tincidunt Nunc Inc.,Elissa Sanders,Gold,"453 Nevada Hwy, Boulder City, NV 89005-2424",Boulder City,West,Nevada,6/7/2014,Vrai,6/9/2014,Manufacturing,006i0000001vvqiAAA,Tincidunt Nunc Inc. vvqiAAA  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,89005,10752,4.00%,14,800
001i0000008rGBLAA2,Gravida Nunc Consulting,Tara Wang,Gold,"825 N 7th Street, Phoenix, AZ 85006-3793",Phoenix,Southwest,Arizona,6/8/2014,Vrai,6/3/2014,Retail,006i0000001vvoqAAA,Gravida Nunc Consulting vvoqAAA  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,85006,744,7.00%,1,800
001i0000008rFcqAAE,Ultrices Posuere Institute,Dennis Watson,Gold,"1038 Lafayette Ave, Columbus, IN 47201-5756",Columbus,Midwest,Indiana,6/9/2014,Vrai,6/1/2014,Manufacturing,006i0000001vvoRAAQ,Ultrices Posuere Institute vvoRAAQ  MOL Standard Services,Services,MOL Standard,Closed Lost,Faux,47201,30317,29.00%,61,700
001i0000008rFZlAAM,In Faucibus Consulting,Jason Washington,Gold,"3500 Emerson Ave, Parkersburg, WV 26104-1806",Parkersburg,Southeast,West Virginia,6/9/2014,Vrai,6/4/2014,Computer Hardware,006i0000001vvp3AAA,In Faucibus Consulting vvp3AAA  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,26104,24640,23.00%,40,800
001i0000008rG8lAAE,Orci Ut Sagittis Institute,Dennis Watson,Gold,"840 E 65th St, Indianapolis, IN 46220-1674",Indianapolis,Midwest,Indiana,6/9/2014,Vrai,6/1/2014,Transportation,006i0000001vvoNAAQ,Orci Ut Sagittis Institute vvoNAAQ  MOL Mobile Maintenance,Maintenance,MOL Mobile,Closed Won,Vrai,46220,1983.6,13.00%,19,120
001i0000008rG10AAE,Aliquam Gravida Mauris Foundation,Jason Washington,Gold,"200 Mosbys Run, Roseland, VA 22967-8551",Roseland,Southeast,Virginia,6/10/2014,Vrai,6/4/2014,Healthcare,006i0000001vvp6AAA,Aliquam Gravida Mauris Foundation vvp6AAA  MOL Standard Services,Services,MOL Standard,Closed Lost,Faux,22967,9450,10.00%,15,700
001i0000008rFhDAAU,Nec Malesuada Incorporated,Keyur Cruz,Gold,"9 N Elm St, Three Oaks, MI 49128-2110",Three Oaks,Midwest,Michigan,6/10/2014,Vrai,6/4/2014,Agriculture,006i0000001vvp9AAA,Nec Malesuada Incorporated vvp9AAA  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,49128,11160,7.00%,15,800
001i0000008rG3YAAU,The Krusty Krab,Keyur Cruz,Gold,"114 E Washington St, Ann Arbor, MI 48104-1905",Ann Arbor,Midwest,Michigan,6/10/2014,Vrai,6/10/2014,Manufacturing,006i0000001vvqrAAA,The Krusty Krab vvqrAAA  MOL Mobile Software,Software,MOL Mobile,Closed Won,Vrai,48104,6075,25.00%,9,900
001i0000008rFlFAAU,Egestas Limited,Kevin Gibson,Gold,"650 W Cypress St, Kennett Square, PA 19348",Kennett Square,Northeast,Pennsylvania,6/10/2014,Vrai,6/8/2014,Computer Hardware,006i0000001vvq5AAA,Egestas Limited vvq5AAA  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,19348,23040,4.00%,30,800
001i0000008rG74AAE,Neque In Consulting,Joe Ford,Gold,"108 S Jefferson Ave, West Jefferson, NC 28694-9524",West Jefferson,Southeast,North Carolina,6/10/2014,Vrai,6/7/2014,Healthcare,006i0000001vvpkAAA,Neque In Consulting vvpkAAA  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,28694,12288,4.00%,16,800
001i0000008rFvzAAE,Fermentum Fermentum Arcu PC,Tara Wang,Gold,"905 36th Pl SE Ste C, Rio Rancho, NM 87124-4850",Rio Rancho,Southwest,New Mexico,6/11/2014,Vrai,6/3/2014,Technology,006i0000001vvorAAA,Fermentum Fermentum Arcu PC vvorAAA  MOL Standard Maintenance,Maintenance,MOL Standard,Closed Won,Vrai,87124,9024,20.00%,94,120
001i0000008rFxQAAU,Sit Amet PC,Julie Owens,Gold,"168 Water St, Binghamton, NY 13901-2761",Binghamton,Northeast,New York,6/11/2014,Vrai,6/9/2014,Insurance,006i0000001vvqTAAQ,Sit Amet PC vvqTAAQ  MOL Standard Services,Services,MOL Standard,Closed Won,Vrai,13901,10437,29.00%,21,700
001i0000008rG2UAAU,Nec Euismod Corporation,Deepak Ramirez,Gold,"200 10th St, Des Moines, IA 50309-3609",Des Moines,Midwest,Iowa,6/12/2014,Vrai,6/10/2014,Hospitality,006i0000001vvrEAAQ,Nec Euismod Corporation vvrEAAQ  MOL Standard Maintenance,Maintenance,MOL Standard,Closed Lost,Faux,50309,672,20.00%,7,120
001i0000008rF6iAAE,Sapien Limited,Dennis Watson,Gold,"639 Conner St, Noblesville, IN 46060-2532",Noblesville,Midwest,Indiana,6/12/2014,Vrai,6/5/2014,Publishing,006i0000001vvpLAAQ,Sapien Limited vvpLAAQ  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,46060,6080,5.00%,8,800
001i0000008rG3YAAU,The Krusty Krab,Keyur Cruz,Gold,"114 E Washington St, Ann Arbor, MI 48104-1905",Ann Arbor,Midwest,Michigan,6/12/2014,Vrai,6/11/2014,Manufacturing,006i0000001vvrIAAQ,The Krusty Krab vvrIAAQ  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,48104,1424,11.00%,2,800
001i0000008rG2sAAE,Cursus Nunc Mauris Ltd,Jamie Data,Gold,"416 Main St, Rockland, ME 04841-3345",Rockland,Northeast,Maine,6/13/2014,Vrai,6/9/2014,Insurance,006i0000001vvqYAAQ,Cursus Nunc Mauris Ltd vvqYAAQ  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,4841,2064,14.00%,3,800
001i0000008rEXSAA2,Duis Cursus Diam Incorporated,Kevin Gibson,Gold,"6 Center Sq, Hanover, PA 17331",Hanover,Northeast,Pennsylvania,6/13/2014,Vrai,6/6/2014,Healthcare,006i0000001vvpOAAQ,Duis Cursus Diam Incorporated vvpOAAQ  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,17331,10416,7.00%,14,800
001i0000008rEXSAA2,Duis Cursus Diam Incorporated,Kevin Gibson,Gold,"6 Center Sq, Hanover, PA 17331",Hanover,Northeast,Pennsylvania,6/13/2014,Vrai,6/7/2014,Healthcare,006i0000001vvpYAAQ,Duis Cursus Diam Incorporated vvpYAAQ  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,17331,680,15.00%,1,800
001i0000008rG7FAAU,Luctus Curabitur PC,Elissa Sanders,Gold,"4500 E Sunset Rd Ste 30, Henderson, NV 89014-2253",Henderson,West,Nevada,6/13/2014,Vrai,6/15/2014,Financial Services,006i0000001vvseAAA,Luctus Curabitur PC vvseAAA  MOL Standard Software,Software,MOL Standard,Closed Lost,Faux,89014,9152,12.00%,13,800
001i0000008rDxMAAU,Id Foundation,Eric Barnes,Gold,"1174 SW Highway 99W, Dundee, OR 97115",Dundee,West,Oregon,6/13/2014,Vrai,6/6/2014,Financial Services,006i0000001vvpPAAQ,Id Foundation vvpPAAQ  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,97115,2184,9.00%,3,800
001i0000008rFbYAAU,Sociis Incorporated,Dennis Watson,Cloud,"501 Madison Ave, Indianapolis, IN 46225-1177",Indianapolis,Midwest,Indiana,6/14/2014,Vrai,6/8/2014,Healthcare,006i0000001vvqKAAQ,Sociis Incorporated vvqKAAQ  MOL Premium Maintenance,Maintenance,MOL Premium,Closed Won,Vrai,46225,9361.5,21.00%,79,150
001i0000008rG0IAAU,Consectetuer Euismod Incorporated,Joe Ford,Cloud,"505 W Jones St, Raleigh, NC 27603-1428",Raleigh,Southeast,North Carolina,6/14/2014,Vrai,6/7/2014,Healthcare,006i0000001vvpfAAA,Consectetuer Euismod Incorporated vvpfAAA  MOL Mobile Software,Software,MOL Mobile,Closed Won,Vrai,27603,1314,27.00%,2,900
001i0000008rFoMAAU,Libero Mauris Foundation,Keyur Cruz,Gold,"2019 W Stadium Blvd, Ann Arbor, MI 48103-4557",Ann Arbor,Midwest,Michigan,6/14/2014,Vrai,6/11/2014,Insurance,006i0000001vvrVAAQ,Libero Mauris Foundation vvrVAAQ  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,48103,16400,18.00%,25,800
001i0000008rG1sAAE,Sed Eget Lacus Foundation,Keyur Cruz,Gold,"207 E Washington St, Ann Arbor, MI 48104-2007",Ann Arbor,Midwest,Michigan,6/14/2014,Vrai,6/8/2014,Technology,006i0000001vvqCAAQ,Sed Eget Lacus Foundation vvqCAAQ  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,48104,29600,26.00%,50,800
001i0000008rE1YAAU,Integer Sem LLC,Elissa Sanders,Gold,"2201 S Fort Apache Rd, Las Vegas, NV 89117-5704",Las Vegas,West,Nevada,6/15/2014,Vrai,6/17/2014,Manufacturing,006i0000001vvtVAAQ,Integer Sem LLC vvtVAAQ  MOL Standard Services,Services,MOL Standard,Closed Lost,Faux,89117,26978,6.00%,41,700
001i0000008rG6JAAU,Tempor LLP,Elissa Sanders,Gold,"8410 W Desert Inn Rd, Las Vegas, NV 89117-9195",Las Vegas,West,Nevada,6/15/2014,Vrai,6/17/2014,Real Estate,006i0000001vvtXAAQ,Tempor LLP vvtXAAQ  MOL Standard Maintenance,Maintenance,MOL Standard,Closed Won,Vrai,89117,369.6,23.00%,4,120
001i0000008rG1JAAU,At Libero PC,Deepak Ramirez,Gold,"332 E Main St, Ottumwa, IA 52501-3041",Ottumwa,Midwest,Iowa,6/16/2014,Vrai,6/10/2014,Telecommunication,006i0000001vvqoAAA,At Libero PC vvqoAAA  MOL Standard Services,Services,MOL Standard,Closed Won,Vrai,52501,13965,5.00%,21,700
001i0000008rGAGAA2,Ante Ipsum Corp.,Joe Ford,Gold,"585 Oak Ave, Spruce Pine, NC 28777-2727",Spruce Pine,Southeast,North Carolina,6/16/2014,Vrai,6/11/2014,Business Services,006i0000001vvrRAAQ,Ante Ipsum Corp. vvrRAAQ  MOL Standard Services,Services,MOL Standard,Closed Won,Vrai,28777,1050,25.00%,2,700
001i0000008rG6eAAE,Aenean Sed Pede Associates,Elissa Sanders,Gold,"4547 N Rancho Dr Ste A, Las Vegas, NV 89130-3432",Las Vegas,West,Nevada,6/16/2014,Vrai,6/18/2014,Financial Services,006i0000001vy64AAA,Aenean Sed Pede Associates vy64AAA  MOL Mobile Software,Software,MOL Mobile,Closed Won,Vrai,89130,4968,8.00%,6,900
001i0000008rFwpAAE,Lorem Vitae Consulting,Jason Washington,Gold,"2461 Rockfish Valley Hwy, Nellysford, VA 22958-2306",Nellysford,Southeast,Virginia,6/16/2014,Vrai,6/11/2014,Financial Services,006i0000001vvrTAAQ,Lorem Vitae Consulting vvrTAAQ  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,22958,9120,24.00%,15,800
001i0000008rFxEAAU,123 Warehousing,Tara Wang,Gold,"3270 N Hwy 87, Pine, AZ 85544",Pine,Southwest,Arizona,6/16/2014,Vrai,6/10/2014,Recreation,006i0000001vvqlAAA,123 Warehousing vvqlAAA  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,85544,25344,28.00%,44,800
001i0000008rG6eAAE,Aenean Sed Pede Associates,Elissa Sanders,Gold,"4547 N Rancho Dr Ste A, Las Vegas, NV 89130-3432",Las Vegas,West,Nevada,6/16/2014,Vrai,4/27/2014,Financial Services,006i0000001vvfmAAA,Aenean Sed Pede Associates vvfmAAA  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,89130,12880,30.00%,23,800
001i0000008rFxTAAU,Egestas Duis Ac PC,Jennifer Gonzales,Gold,"117 S Central Ave, Sidney, MT 59270",Sidney,West,Montana,6/16/2014,Vrai,6/9/2014,Technology,006i0000001vvqWAAQ,Egestas Duis Ac PC vvqWAAQ  MOL Standard Software,Software,MOL Standard,Closed Won,Vrai,59270,97008,14.00%,141,800
